Daily Noon Rates
Date Range: 2006-02-22 - 2016-02-22

USD = U.S. dollar (noon)
		

Summary,Date,USD
Low,2007-11-07,0.9170
High,2016-01-20,1.4589
Average,2006-02-22 - 2016-02-22,1.0883

Date,USD
2012-02-06, 0.9954
2012-02-03, 0.9945
2012-02-02, 0.9985
2012-02-01, 0.9971
2012-01-31, 1.0052
2012-01-30, 1.0032
2012-01-27, 1.0013
2012-01-26, 0.9986
2012-01-25, 1.0120
2012-01-24, 1.0097
2012-01-23, 1.0080
2012-01-20, 1.0143
2012-01-19, 1.0095
2012-01-18, 1.0140
2012-01-17, 1.0132
2012-01-16, 1.0170
2012-01-13, 1.0245
2012-01-12, 1.0198
2012-01-11, 1.0192
2012-01-10, 1.0164
2012-01-09, 1.0272
2012-01-06, 1.0232
2012-01-05, 1.0197
2012-01-04, 1.0135
2012-01-03, 1.0090
2012-01-02, Bank holiday
2011-12-30, 1.0170
2011-12-29, 1.0210
2011-12-28, 1.0234
2011-12-27, Bank holiday
2011-12-26, Bank holiday
2011-12-23, 1.0208
2011-12-22, 1.0214
2011-12-21, 1.0286
2011-12-20, 1.0285
2011-12-19, 1.0364
2011-12-16, 1.0388
2011-12-15, 1.0337
2011-12-14, 1.0406
2011-12-13, 1.0284
2011-12-12, 1.0275
2011-12-09, 1.0201
2011-12-08, 1.0193
2011-12-07, 1.0105
2011-12-06, 1.0117
2011-12-05, 1.0141
2011-12-02, 1.0165
2011-12-01, 1.0174
2011-11-30, 1.0197
2011-11-29, 1.0296
2011-11-28, 1.0327
2011-11-25, 1.0487
2011-11-24, 1.0469
2011-11-23, 1.0480
2011-11-22, 1.0368
2011-11-21, 1.0385
2011-11-18, 1.0262
2011-11-17, 1.0226
2011-11-16, 1.0206
2011-11-15, 1.0235
2011-11-14, 1.0178
2011-11-11, Bank holiday
2011-11-10, 1.0190
2011-11-09, 1.0173
2011-11-08, 1.0140
2011-11-07, 1.0172
2011-11-04, 1.0180
2011-11-03, 1.0127
2011-11-02, 1.0126
2011-11-01, 1.0198
2011-10-31, 0.9935
2011-10-28, 0.9957
2011-10-27, 0.9942
2011-10-26, 1.0101
2011-10-25, 1.0144
2011-10-24, 1.0039
2011-10-21, 1.0091
2011-10-20, 1.0218
2011-10-19, 1.0136
2011-10-18, 1.0163
2011-10-17, 1.0152
2011-10-14, 1.0147
2011-10-13, 1.0238
2011-10-12, 1.0164
2011-10-11, 1.0287
2011-10-10, Bank holiday
2011-10-07, 1.0328
2011-10-06, 1.0430
2011-10-05, 1.0449
2011-10-04, 1.0604
2011-10-03, 1.0440
2011-09-30, 1.0389
2011-09-29, 1.0338
2011-09-28, 1.0225
2011-09-27, 1.0191
2011-09-26, 1.0339
2011-09-23, 1.0282
2011-09-22, 1.0329
2011-09-21, 0.9986
2011-09-20, 0.9924
2011-09-19, 0.9898
2011-09-16, 0.9814
2011-09-15, 0.9869
2011-09-14, 0.9913
2011-09-13, 0.9902
2011-09-12, 0.9957
2011-09-09, 0.9971
2011-09-08, 0.9859
2011-09-07, 0.9883
2011-09-06, 0.9910
2011-09-05, Bank holiday
2011-09-02, 0.9815
2011-09-01, 0.9752
2011-08-31, 0.9784
2011-08-30, 0.9793
2011-08-29, 0.9780
2011-08-26, 0.9853
2011-08-25, 0.9843
2011-08-24, 0.9880
2011-08-23, 0.9877
2011-08-22, 0.9901
2011-08-19, 0.9849
2011-08-18, 0.9901
2011-08-17, 0.9820
2011-08-16, 0.9817
2011-08-15, 0.9838
2011-08-12, 0.9879
2011-08-11, 0.9892
2011-08-10, 0.9910
2011-08-09, 0.9893
2011-08-08, 0.9890
2011-08-05, 0.9843
2011-08-04, 0.9767
2011-08-03, 0.9634
2011-08-02, 0.9580
2011-08-01, Bank holiday
2011-07-29, 0.9538
2011-07-28, 0.9484
2011-07-27, 0.9474
2011-07-26, 0.9449
2011-07-25, 0.9449
2011-07-22, 0.9502
2011-07-21, 0.9451
2011-07-20, 0.9479
2011-07-19, 0.9506
2011-07-18, 0.9615
2011-07-15, 0.9536
2011-07-14, 0.9585
2011-07-13, 0.9582
2011-07-12, 0.9668
2011-07-11, 0.9666
2011-07-08, 0.9627
2011-07-07, 0.9586
2011-07-06, 0.9657
2011-07-05, 0.9608
2011-07-04, 0.9598
2011-07-01, Bank holiday
2011-06-30, 0.9643
2011-06-29, 0.9705
2011-06-28, 0.9821
2011-06-27, 0.9861
2011-06-24, 0.9849
2011-06-23, 0.9799
2011-06-22, 0.9726
2011-06-21, 0.9724
2011-06-20, 0.9785
2011-06-17, 0.9797
2011-06-16, 0.9843
2011-06-15, 0.9780
2011-06-14, 0.9686
2011-06-13, 0.9779
2011-06-10, 0.9768
2011-06-09, 0.9732
2011-06-08, 0.9780
2011-06-07, 0.9745
2011-06-06, 0.9785
2011-06-03, 0.9770
2011-06-02, 0.9793
2011-06-01, 0.9714
2011-05-31, 0.9688
2011-05-30, 0.9765
2011-05-27, 0.9771
2011-05-26, 0.9809
2011-05-25, 0.9765
2011-05-24, 0.9774
2011-05-23, Bank holiday
2011-05-20, 0.9735
2011-05-19, 0.9701
2011-05-18, 0.9723
2011-05-17, 0.9773
2011-05-16, 0.9703
2011-05-13, 0.9709
2011-05-12, 0.9658
2011-05-11, 0.9582
2011-05-10, 0.9610
2011-05-09, 0.9661
2011-05-06, 0.9617
2011-05-05, 0.9669
2011-05-04, 0.9580
2011-05-03, 0.9490
2011-05-02, 0.9492
2011-04-29, 0.9486
2011-04-28, 0.9511
2011-04-27, 0.9549
2011-04-26, 0.9507
2011-04-25, 0.9541
2011-04-22, Bank holiday
2011-04-21, 0.9519
2011-04-20, 0.9524
2011-04-19, 0.9571
2011-04-18, 0.9691
2011-04-15, 0.9615
2011-04-14, 0.9626
2011-04-13, 0.9640
2011-04-12, 0.9625
2011-04-11, 0.9547
2011-04-08, 0.9566
2011-04-07, 0.9593
2011-04-06, 0.9588
2011-04-05, 0.9636
2011-04-04, 0.9679
2011-04-01, 0.9629
2011-03-31, 0.9718
2011-03-30, 0.9714
2011-03-29, 0.9761
2011-03-28, 0.9758
2011-03-25, 0.9778
2011-03-24, 0.9748
2011-03-23, 0.9821
2011-03-22, 0.9768
2011-03-21, 0.9774
2011-03-18, 0.9844
2011-03-17, 0.9885
2011-03-16, 0.9918
2011-03-15, 0.9830
2011-03-14, 0.9759
2011-03-11, 0.9734
2011-03-10, 0.9731
2011-03-09, 0.9686
2011-03-08, 0.9713
2011-03-07, 0.9738
2011-03-04, 0.9714
2011-03-03, 0.9747
2011-03-02, 0.9734
2011-03-01, 0.9743
2011-02-28, 0.9739
2011-02-25, 0.9809
2011-02-24, 0.9842
2011-02-23, 0.9924
2011-02-22, 0.9859
2011-02-21, 0.9838
2011-02-18, 0.9830
2011-02-17, 0.9839
2011-02-16, 0.9855
2011-02-15, 0.9887
2011-02-14, 0.9885
2011-02-11, 0.9903
2011-02-10, 0.9955
2011-02-09, 0.9947
2011-02-08, 0.9906
2011-02-07, 0.9886
2011-02-04, 0.9901
2011-02-03, 0.9901
2011-02-02, 0.9883
2011-02-01, 0.9922
2011-01-31, 1.0022
2011-01-28, 0.9990
2011-01-27, 0.9941
2011-01-26, 0.9953
2011-01-25, 0.9986
2011-01-24, 0.9934
2011-01-21, 0.9945
2011-01-20, 1.0001
2011-01-19, 0.9939
2011-01-18, 0.9911
2011-01-17, 0.9862
2011-01-14, 0.9904
2011-01-13, 0.9868
2011-01-12, 0.9864
2011-01-11, 0.9903
2011-01-10, 0.9925
2011-01-07, 0.9934
2011-01-06, 0.9954
2011-01-05, 0.9947
2011-01-04, 0.9986
2011-01-03, Bank holiday
2010-12-31, 0.9946
2010-12-30, 1.0009
2010-12-29, 1.0003
2010-12-28, Bank holiday
2010-12-27, Bank holiday
2010-12-24, 1.0064
2010-12-23, 1.0095
2010-12-22, 1.0148
2010-12-21, 1.0175
2010-12-20, 1.0178
2010-12-17, 1.0124
2010-12-16, 1.0056
2010-12-15, 1.0035
2010-12-14, 1.0041
2010-12-13, 1.0046
2010-12-10, 1.0093
2010-12-09, 1.0098
2010-12-08, 1.0099
2010-12-07, 1.0093
2010-12-06, 1.0058
2010-12-03, 1.0060
2010-12-02, 1.0046
2010-12-01, 1.0160
2010-11-30, 1.0264
2010-11-29, 1.0227
2010-11-26, 1.0191
2010-11-25, 1.0083
2010-11-24, 1.0108
2010-11-23, 1.0245
2010-11-22, 1.0187
2010-11-19, 1.0208
2010-11-18, 1.0174
2010-11-17, 1.0207
2010-11-16, 1.0231
2010-11-15, 1.0065
2010-11-12, 1.0080
2010-11-11, Bank holiday
2010-11-10, 1.0017
2010-11-09, 1.0013
2010-11-08, 1.0022
2010-11-05, 1.0015
2010-11-04, 1.0024
2010-11-03, 1.0092
2010-11-02, 1.0099
2010-11-01, 1.0136
2010-10-29, 1.0188
2010-10-28, 1.0202
2010-10-27, 1.0320
2010-10-26, 1.0223
2010-10-25, 1.0198
2010-10-22, 1.0263
2010-10-21, 1.0233
2010-10-20, 1.0245
2010-10-19, 1.0298
2010-10-18, 1.0149
2010-10-15, 1.0108
2010-10-14, 1.0036
2010-10-13, 1.0030
2010-10-12, 1.0110
2010-10-11, Bank holiday
2010-10-08, 1.0136
2010-10-07, 1.0166
2010-10-06, 1.0073
2010-10-05, 1.0168
2010-10-04, 1.0234
2010-10-01, 1.0215
2010-09-30, 1.0298
2010-09-29, 1.0300
2010-09-28, 1.0306
2010-09-27, 1.0260
2010-09-24, 1.0263
2010-09-23, 1.0310
2010-09-22, 1.0327
2010-09-21, 1.0315
2010-09-20, 1.0281
2010-09-17, 1.0331
2010-09-16, 1.0274
2010-09-15, 1.0282
2010-09-14, 1.0222
2010-09-13, 1.0279
2010-09-10, 1.0358
2010-09-09, 1.0328
2010-09-08, 1.0359
2010-09-07, 1.0427
2010-09-06, Bank holiday
2010-09-03, 1.0411
2010-09-02, 1.0520
2010-09-01, 1.0497
2010-08-31, 1.0639
2010-08-30, 1.0562
2010-08-27, 1.0546
2010-08-26, 1.0546
2010-08-25, 1.0642
2010-08-24, 1.0563
2010-08-23, 1.0514
2010-08-20, 1.0500
2010-08-19, 1.0399
2010-08-18, 1.0289
2010-08-17, 1.0312
2010-08-16, 1.0432
2010-08-13, 1.0402
2010-08-12, 1.0434
2010-08-11, 1.0456
2010-08-10, 1.0348
2010-08-09, 1.0266
2010-08-06, 1.0273
2010-08-05, 1.0158
2010-08-04, 1.0185
2010-08-03, 1.0225
2010-08-02, Bank holiday
2010-07-30, 1.0290
2010-07-29, 1.0370
2010-07-28, 1.0357
2010-07-27, 1.0357
2010-07-26, 1.0312
2010-07-23, 1.0373
2010-07-22, 1.0376
2010-07-21, 1.0427
2010-07-20, 1.0526
2010-07-19, 1.0559
2010-07-16, 1.0537
2010-07-15, 1.0403
2010-07-14, 1.0306
2010-07-13, 1.0284
2010-07-12, 1.0379
2010-07-09, 1.0328
2010-07-08, 1.0446
2010-07-07, 1.0527
2010-07-06, 1.0498
2010-07-05, 1.0660
2010-07-02, 1.0649
2010-07-01, Bank holiday
2010-06-30, 1.0606
2010-06-29, 1.0529
2010-06-28, 1.0337
2010-06-25, 1.0370
2010-06-24, 1.0432
2010-06-23, 1.0434
2010-06-22, 1.0201
2010-06-21, 1.0199
2010-06-18, 1.0238
2010-06-17, 1.0284
2010-06-16, 1.0236
2010-06-15, 1.0288
2010-06-14, 1.0253
2010-06-11, 1.0333
2010-06-10, 1.0337
2010-06-09, 1.0395
2010-06-08, 1.0518
2010-06-07, 1.0540
2010-06-04, 1.0516
2010-06-03, 1.0416
2010-06-02, 1.0404
2010-06-01, 1.0479
2010-05-31, 1.0462
2010-05-28, 1.0499
2010-05-27, 1.0496
2010-05-26, 1.0651
2010-05-25, 1.0778
2010-05-24, Bank holiday
2010-05-21, 1.0570
2010-05-20, 1.0659
2010-05-19, 1.0515
2010-05-18, 1.0330
2010-05-17, 1.0405
2010-05-14, 1.0344
2010-05-13, 1.0149
2010-05-12, 1.0201
2010-05-11, 1.0195
2010-05-10, 1.0246
2010-05-07, 1.0431
2010-05-06, 1.0437
2010-05-05, 1.0266
2010-05-04, 1.0216
2010-05-03, 1.0134
2010-04-30, 1.0116
2010-04-29, 1.0054
2010-04-28, 1.0128
2010-04-27, 1.0173
2010-04-26, 1.0009
2010-04-23, 1.0027
2010-04-22, 1.0013
2010-04-21, 0.9984
2010-04-20, 0.9986
2010-04-19, 1.0201
2010-04-16, 1.0148
2010-04-15, 1.0014
2010-04-14, 0.9961
2010-04-13, 1.0028
2010-04-12, 1.0015
2010-04-09, 1.0055
2010-04-08, 1.0020
2010-04-07, 1.0030
2010-04-06, 1.0001
2010-04-05, 1.0025
2010-04-02, Bank holiday
2010-04-01, 1.0075
2010-03-31, 1.0156
2010-03-30, 1.0188
2010-03-29, 1.0203
2010-03-26, 1.0285
2010-03-25, 1.0188
2010-03-24, 1.0267
2010-03-23, 1.0178
2010-03-22, 1.0193
2010-03-19, 1.0155
2010-03-18, 1.0139
2010-03-17, 1.0113
2010-03-16, 1.0148
2010-03-15, 1.0217
2010-03-12, 1.0187
2010-03-11, 1.0265
2010-03-10, 1.0243
2010-03-09, 1.0251
2010-03-08, 1.0286
2010-03-05, 1.0286
2010-03-04, 1.0309
2010-03-03, 1.0287
2010-03-02, 1.0326
2010-03-01, 1.0421
2010-02-26, 1.0526
2010-02-25, 1.0675
2010-02-24, 1.0550
2010-02-23, 1.0517
2010-02-22, 1.0428
2010-02-19, 1.0420
2010-02-18, 1.0452
2010-02-17, 1.0455
2010-02-16, 1.0426
2010-02-15, 1.0480
2010-02-12, 1.0531
2010-02-11, 1.0523
2010-02-10, 1.0671
2010-02-09, 1.0690
2010-02-08, 1.0692
2010-02-05, 1.0725
2010-02-04, 1.0734
2010-02-03, 1.0609
2010-02-02, 1.0607
2010-02-01, 1.0653
2010-01-29, 1.0650
2010-01-28, 1.0643
2010-01-27, 1.0657
2010-01-26, 1.0606
2010-01-25, 1.0582
2010-01-22, 1.0564
2010-01-21, 1.0487
2010-01-20, 1.0478
2010-01-19, 1.0328
2010-01-18, 1.0251
2010-01-15, 1.0287
2010-01-14, 1.0261
2010-01-13, 1.0322
2010-01-12, 1.0375
2010-01-11, 1.0317
2010-01-08, 1.0344
2010-01-07, 1.0351
2010-01-06, 1.0334
2010-01-05, 1.0372
2010-01-04, 1.0378
2010-01-01, Bank holiday
2009-12-31, 1.0466
2009-12-30, 1.0525
2009-12-29, 1.0405
2009-12-28, Bank holiday
2009-12-25, Bank holiday
2009-12-24, 1.0488
2009-12-23, 1.0476
2009-12-22, 1.0556
2009-12-21, 1.0594
2009-12-18, 1.0678
2009-12-17, 1.0713
2009-12-16, 1.0580
2009-12-15, 1.0620
2009-12-14, 1.0593
2009-12-11, 1.0585
2009-12-10, 1.0519
2009-12-09, 1.0552
2009-12-08, 1.0604
2009-12-07, 1.0511
2009-12-04, 1.0517
2009-12-03, 1.0542
2009-12-02, 1.0468
2009-12-01, 1.0432
2009-11-30, 1.0574
2009-11-27, 1.0624
2009-11-26, 1.0595
2009-11-25, 1.0501
2009-11-24, 1.0608
2009-11-23, 1.0551
2009-11-20, 1.0696
2009-11-19, 1.0638
2009-11-18, 1.0500
2009-11-17, 1.0592
2009-11-16, 1.0460
2009-11-13, 1.0508
2009-11-12, 1.0519
2009-11-11, Bank holiday
2009-11-10, 1.0518
2009-11-09, 1.0566
2009-11-06, 1.0720
2009-11-05, 1.0651
2009-11-04, 1.0647
2009-11-03, 1.0704
2009-11-02, 1.0743
2009-10-30, 1.0774
2009-10-29, 1.0705
2009-10-28, 1.0756
2009-10-27, 1.0648
2009-10-26, 1.0616
2009-10-23, 1.0508
2009-10-22, 1.0485
2009-10-21, 1.0412
2009-10-20, 1.0500
2009-10-19, 1.0308
2009-10-16, 1.0389
2009-10-15, 1.0303
2009-10-14, 1.0292
2009-10-13, 1.0298
2009-10-12, Bank holiday
2009-10-09, 1.0424
2009-10-08, 1.0535
2009-10-07, 1.0619
2009-10-06, 1.0571
2009-10-05, 1.0757
2009-10-02, 1.0845
2009-10-01, 1.0774
2009-09-30, 1.0722
2009-09-29, 1.0871
2009-09-28, 1.0861
2009-09-25, 1.0915
2009-09-24, 1.0869
2009-09-23, 1.0724
2009-09-22, 1.0683
2009-09-21, 1.0777
2009-09-18, 1.0724
2009-09-17, 1.0613
2009-09-16, 1.0663
2009-09-15, 1.0763
2009-09-14, 1.0857
2009-09-11, 1.0746
2009-09-10, 1.0812
2009-09-09, 1.0787
2009-09-08, 1.0764
2009-09-07, Bank holiday
2009-09-04, 1.0889
2009-09-03, 1.1034
2009-09-02, 1.1065
2009-09-01, 1.1031
2009-08-31, 1.0967
2009-08-28, 1.0879
2009-08-27, 1.0960
2009-08-26, 1.0991
2009-08-25, 1.0782
2009-08-24, 1.0742
2009-08-21, 1.0799
2009-08-20, 1.0902
2009-08-19, 1.0969
2009-08-18, 1.1036
2009-08-17, 1.1079
2009-08-14, 1.0971
2009-08-13, 1.0852
2009-08-12, 1.0875
2009-08-11, 1.0988
2009-08-10, 1.0848
2009-08-07, 1.0837
2009-08-06, 1.0759
2009-08-05, 1.0720
2009-08-04, 1.0686
2009-08-03, Bank holiday
2009-07-31, 1.0790
2009-07-30, 1.0815
2009-07-29, 1.0889
2009-07-28, 1.0880
2009-07-27, 1.0835
2009-07-24, 1.0842
2009-07-23, 1.0867
2009-07-22, 1.0981
2009-07-21, 1.1078
2009-07-20, 1.1067
2009-07-17, 1.1168
2009-07-16, 1.1171
2009-07-15, 1.1194
2009-07-14, 1.1368
2009-07-13, 1.1539
2009-07-10, 1.1650
2009-07-09, 1.1622
2009-07-08, 1.1655
2009-07-07, 1.1631
2009-07-06, 1.1612
2009-07-03, 1.1621
2009-07-02, 1.1604
2009-07-01, Bank holiday
2009-06-30, 1.1625
2009-06-29, 1.1583
2009-06-26, 1.1531
2009-06-25, 1.1580
2009-06-24, 1.1461
2009-06-23, 1.1560
2009-06-22, 1.1547
2009-06-19, 1.1287
2009-06-18, 1.1273
2009-06-17, 1.1371
2009-06-16, 1.1327
2009-06-15, 1.1341
2009-06-12, 1.1177
2009-06-11, 1.0982
2009-06-10, 1.1101
2009-06-09, 1.1041
2009-06-08, 1.1230
2009-06-05, 1.1146
2009-06-04, 1.0999
2009-06-03, 1.0976
2009-06-02, 1.0827
2009-06-01, 1.0872
2009-05-29, 1.0961
2009-05-28, 1.1124
2009-05-27, 1.1120
2009-05-26, 1.1199
2009-05-25, 1.1258
2009-05-22, 1.1233
2009-05-21, 1.1414
2009-05-20, 1.1434
2009-05-19, 1.1569
2009-05-18, Bank holiday
2009-05-15, 1.1756
2009-05-14, 1.1727
2009-05-13, 1.1683
2009-05-12, 1.1676
2009-05-11, 1.1591
2009-05-08, 1.1581
2009-05-07, 1.1714
2009-05-06, 1.1731
2009-05-05, 1.1760
2009-05-04, 1.1781
2009-05-01, 1.1872
2009-04-30, 1.1940
2009-04-29, 1.2008
2009-04-28, 1.2238
2009-04-27, 1.2107
2009-04-24, 1.2093
2009-04-23, 1.2290
2009-04-22, 1.2360
2009-04-21, 1.2358
2009-04-20, 1.2343
2009-04-17, 1.2146
2009-04-16, 1.2062
2009-04-15, 1.2038
2009-04-14, 1.2092
2009-04-13, 1.2212
2009-04-10, Bank holiday
2009-04-09, 1.2274
2009-04-08, 1.2354
2009-04-07, 1.2341
2009-04-06, 1.2429
2009-04-03, 1.2337
2009-04-02, 1.2384
2009-04-01, 1.2643
2009-03-31, 1.2602
2009-03-30, 1.2590
2009-03-27, 1.2392
2009-03-26, 1.2330
2009-03-25, 1.2245
2009-03-24, 1.2262
2009-03-23, 1.2323
2009-03-20, 1.2371
2009-03-19, 1.2325
2009-03-18, 1.2720
2009-03-17, 1.2718
2009-03-16, 1.2724
2009-03-13, 1.2749
2009-03-12, 1.2905
2009-03-11, 1.2807
2009-03-10, 1.2797
2009-03-09, 1.3000
2009-03-06, 1.2863
2009-03-05, 1.2877
2009-03-04, 1.2765
2009-03-03, 1.2938
2009-03-02, 1.2890
2009-02-27, 1.2707
2009-02-26, 1.2456
2009-02-25, 1.2556
2009-02-24, 1.2470
2009-02-23, 1.2512
2009-02-20, 1.2541
2009-02-19, 1.2595
2009-02-18, 1.2596
2009-02-17, 1.2601
2009-02-16, 1.2437
2009-02-13, 1.2433
2009-02-12, 1.2477
2009-02-11, 1.2424
2009-02-10, 1.2332
2009-02-09, 1.2192
2009-02-06, 1.2389
2009-02-05, 1.2303
2009-02-04, 1.2266
2009-02-03, 1.2337
2009-02-02, 1.2404
2009-01-30, 1.2364
2009-01-29, 1.2188
2009-01-28, 1.2098
2009-01-27, 1.2299
2009-01-26, 1.2205
2009-01-23, 1.2480
2009-01-22, 1.2630
2009-01-21, 1.2741
2009-01-20, 1.2605
2009-01-19, 1.2521
2009-01-16, 1.2542
2009-01-15, 1.2625
2009-01-14, 1.2383
2009-01-13, 1.2257
2009-01-12, 1.2077
2009-01-09, 1.1923
2009-01-08, 1.1888
2009-01-07, 1.1853
2009-01-06, 1.1823
2009-01-05, 1.1914
2009-01-02, 1.2107
2009-01-01, Bank holiday
2008-12-31, 1.2246
2008-12-30, 1.2217
2008-12-29, 1.2167
2008-12-26, Bank holiday
2008-12-25, Bank holiday
2008-12-24, 1.2125
2008-12-23, 1.2166
2008-12-22, 1.2188
2008-12-19, 1.2275
2008-12-18, 1.1965
2008-12-17, 1.2058
2008-12-16, 1.2239
2008-12-15, 1.2352
2008-12-12, 1.2452
2008-12-11, 1.2183
2008-12-10, 1.2557
2008-12-09, 1.2603
2008-12-08, 1.2572
2008-12-05, 1.2969
2008-12-04, 1.2540
2008-12-03, 1.2573
2008-12-02, 1.2421
2008-12-01, 1.2377
2008-11-28, 1.2372
2008-11-27, 1.2329
2008-11-26, 1.2342
2008-11-25, 1.2209
2008-11-24, 1.2250
2008-11-21, 1.2854
2008-11-20, 1.2855
2008-11-19, 1.2370
2008-11-18, 1.2239
2008-11-17, 1.2211
2008-11-14, 1.2247
2008-11-13, 1.2315
2008-11-12, 1.2295
2008-11-11, Bank holiday
2008-11-10, 1.1942
2008-11-07, 1.1835
2008-11-06, 1.1818
2008-11-05, 1.1596
2008-11-04, 1.1499
2008-11-03, 1.1875
2008-10-31, 1.2165
2008-10-30, 1.2221
2008-10-29, 1.2308
2008-10-28, 1.2943
2008-10-27, 1.2930
2008-10-24, 1.2732
2008-10-23, 1.2573
2008-10-22, 1.2499
2008-10-21, 1.2202
2008-10-20, 1.1976
2008-10-17, 1.1823
2008-10-16, 1.1952
2008-10-15, 1.1802
2008-10-14, 1.1602
2008-10-13, Bank holiday
2008-10-10, 1.1907
2008-10-09, 1.1486
2008-10-08, 1.1249
2008-10-07, 1.1058
2008-10-06, 1.1027
2008-10-03, 1.0812
2008-10-02, 1.0769
2008-10-01, 1.0609
2008-09-30, 1.0599
2008-09-29, 1.0394
2008-09-26, 1.0349
2008-09-25, 1.0338
2008-09-24, 1.0351
2008-09-23, 1.0355
2008-09-22, 1.0382
2008-09-19, 1.0470
2008-09-18, 1.0701
2008-09-17, 1.0783
2008-09-16, 1.0734
2008-09-15, 1.0677
2008-09-12, 1.0609
2008-09-11, 1.0796
2008-09-10, 1.0738
2008-09-09, 1.0679
2008-09-08, 1.0696
2008-09-05, 1.0641
2008-09-04, 1.0642
2008-09-03, 1.0607
2008-09-02, 1.0701
2008-09-01, Bank holiday
2008-08-29, 1.0626
2008-08-28, 1.0526
2008-08-27, 1.0486
2008-08-26, 1.0483
2008-08-25, 1.0464
2008-08-22, 1.0458
2008-08-21, 1.0456
2008-08-20, 1.0628
2008-08-19, 1.0607
2008-08-18, 1.0605
2008-08-15, 1.0609
2008-08-14, 1.0620
2008-08-13, 1.0657
2008-08-12, 1.0640
2008-08-11, 1.0676
2008-08-08, 1.0678
2008-08-07, 1.0511
2008-08-06, 1.0470
2008-08-05, 1.0426
2008-08-04, Bank holiday
2008-08-01, 1.0253
2008-07-31, 1.0257
2008-07-30, 1.0242
2008-07-29, 1.0261
2008-07-28, 1.0222
2008-07-25, 1.0164
2008-07-24, 1.0114
2008-07-23, 1.0088
2008-07-22, 1.0085
2008-07-21, 1.0021
2008-07-18, 1.0053
2008-07-17, 1.0016
2008-07-16, 1.0017
2008-07-15, 1.0020
2008-07-14, 1.0061
2008-07-11, 1.0092
2008-07-10, 1.0102
2008-07-09, 1.0108
2008-07-08, 1.0207
2008-07-07, 1.0173
2008-07-04, 1.0155
2008-07-03, 1.0206
2008-07-02, 1.0129
2008-07-01, Bank holiday
2008-06-30, 1.0186
2008-06-27, 1.0123
2008-06-26, 1.0121
2008-06-25, 1.0135
2008-06-24, 1.0136
2008-06-23, 1.0163
2008-06-20, 1.0172
2008-06-19, 1.0132
2008-06-18, 1.0186
2008-06-17, 1.0199
2008-06-16, 1.0211
2008-06-13, 1.0282
2008-06-12, 1.0232
2008-06-11, 1.0174
2008-06-10, 1.0243
2008-06-09, 1.0225
2008-06-06, 1.0187
2008-06-05, 1.0198
2008-06-04, 1.0145
2008-06-03, 1.0051
2008-06-02, 1.0013
2008-05-30, 0.9942
2008-05-29, 0.9872
2008-05-28, 0.9915
2008-05-27, 0.9932
2008-05-26, 0.9896
2008-05-23, 0.9883
2008-05-22, 0.9861
2008-05-21, 0.9844
2008-05-20, 0.9930
2008-05-19, Bank holiday
2008-05-16, 0.9968
2008-05-15, 0.9998
2008-05-14, 1.0020
2008-05-13, 1.0005
2008-05-12, 1.0039
2008-05-09, 1.0061
2008-05-08, 1.0149
2008-05-07, 1.0021
2008-05-06, 1.0035
2008-05-05, 1.0125
2008-05-02, 1.0183
2008-05-01, 1.0189
2008-04-30, 1.0095
2008-04-29, 1.0131
2008-04-28, 1.0160
2008-04-25, 1.0164
2008-04-24, 1.0132
2008-04-23, 1.0195
2008-04-22, 1.0033
2008-04-21, 1.0066
2008-04-18, 1.0084
2008-04-17, 1.0113
2008-04-16, 1.0025
2008-04-15, 1.0181
2008-04-14, 1.0208
2008-04-11, 1.0215
2008-04-10, 1.0179
2008-04-09, 1.0194
2008-04-08, 1.0150
2008-04-07, 1.0110
2008-04-04, 1.0091
2008-04-03, 1.0082
2008-04-02, 1.0177
2008-04-01, 1.0270
2008-03-31, 1.0279
2008-03-28, 1.0181
2008-03-27, 1.0147
2008-03-26, 1.0180
2008-03-25, 1.0177
2008-03-24, 1.0203
2008-03-21, Bank holiday
2008-03-20, 1.0269
2008-03-19, 1.0028
2008-03-18, 0.9938
2008-03-17, 0.9978
2008-03-14, 0.9870
2008-03-13, 0.9842
2008-03-12, 0.9897
2008-03-11, 0.9953
2008-03-10, 0.9976
2008-03-07, 0.9915
2008-03-06, 0.9848
2008-03-05, 0.9898
2008-03-04, 0.9956
2008-03-03, 0.9870
2008-02-29, 0.9798
2008-02-28, 0.9719
2008-02-27, 0.9778
2008-02-26, 0.9859
2008-02-25, 0.9980
2008-02-22, 1.0156
2008-02-21, 1.0087
2008-02-20, 1.0190
2008-02-19, 1.0160
2008-02-18, 1.0071
2008-02-15, 1.0016
2008-02-14, 0.9970
2008-02-13, 0.9995
2008-02-12, 0.9963
2008-02-11, 1.0017
2008-02-08, 0.9991
2008-02-07, 1.0115
2008-02-06, 1.0026
2008-02-05, 1.0043
2008-02-04, 0.9931
2008-02-01, 0.9943
2008-01-31, 1.0022
2008-01-30, 0.9937
2008-01-29, 0.9977
2008-01-28, 1.0044
2008-01-25, 1.0044
2008-01-24, 1.0072
2008-01-23, 1.0286
2008-01-22, 1.0253
2008-01-21, 1.0324
2008-01-18, 1.0295
2008-01-17, 1.0293
2008-01-16, 1.0239
2008-01-15, 1.0169
2008-01-14, 1.0211
2008-01-11, 1.0199
2008-01-10, 1.0139
2008-01-09, 1.0085
